id;item_group_id;title;description;link;image_link;price;availability;condition;google_product_category;product_type;additional_image_link;sale_price;brand;gender;age_group;size;size_type;shipping;custom_label_0;adwords_redirect
;;Yeezy 700 V2 Cream;<p>The Yeezy 700 V2 Cream is a classic sneaker, updated with a modern twist. It features a chunky, contemporary silhouette and a unique cushioning system providing superior comfort. Sleek and stylish, this shoe offers breathability and stability, making it a great choice for everyday wear.</p>;https://costyled.me/products/yeezy-700-v2-cream;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-700-v2-cream-761045.jpg?v=1680137746;3160.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Apricot Orange;<p>This Air Jordan 1 Mid is crafted with a premium combination of leather and synthetic materials for durability and style. The Apricot Orange upper offers a vibrant pop of color to any outfit. The iconic Nike Air logo on the heel adds a classic touch.</p>;https://costyled.me/products/air-jordan-1-mid-apricot-orange;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-apricot-orange-879759.jpg?v=1680136607;2580.00;in stock;new;;;;;;;;4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Carbon Fiber All-Star (2021);<p>The Air Jordan 1 Mid Carbon Fiber All-Star (2021) offers a modern twist on a classic. Constructed with a mid-top silhouette, it provides comfortable cushioning with lightweight carbon fiber detailing. Its stylish look is perfect for the court or the street.</p>;https://costyled.me/products/air-jordan-1-mid-carbon-fiber-all-star-2021;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-carbon-fiber-all-star-2021-900977.jpg?v=1680136627;2130.00;in stock;new;;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Black Siren Red;<p>The Air Jordan 1 Mid Black Siren Red is an iconic silhouette. This modern twist on the classic AJ1 design combines timeless style with innovative cushioning and traction technologies, providing a comfortable and reliable wear experience. Boasting a striking black and red colorway, this sneaker is perfect for any fan of the Jordan brand.</p>;https://costyled.me/products/air-jordan-1-mid-black-siren-red;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-black-siren-red-900297.jpg?v=1682073484;980.00;in stock;new;;;;;;;;3.5 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Black Royal Tumbled Leather;<p>This Air Jordan 1 Mid is crafted with premium tumbled leather in a classic black and royal colorway. The mid-cut silhouette is designed with breathable perforations in the toebox, cushioned ankle support and a durable rubber outsole. A timeless sneaker offering a timeless look.</p>;https://costyled.me/products/air-jordan-1-mid-black-royal-tumbled-leather;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-black-royal-tumbled-leather-639155.jpg?v=1680136409;780.00;in stock;new;;;;;;;;36 EU - 4Y US;regular;US:CA:Ground:0 USD;;
;;Dunk Low Panda;"<div>
<a href=""https://costyled.me/collections/nike""><strong>Nike</strong></a> is enhancing its eco-friendly collection thanks to a really clean <strong><a href=""https://costyled.me/collections/nike-dunk"">Dunk</a> Low Next Nature Black and White</strong> for women.</div>
<div><br></div>
<div>This eco-responsible set of the Swoosh blazon this lowtop style with a recycled and an external Swoosh Grind sole.<br> The rest of the design highlights a classic yet effective combinaison of a white which base matches with black leather heel panel.<br> A yellow insole flanked by the ""<strong>Move to Zero</strong>"" logo complete the chart.</div>
<div><br></div>
<div><br></div>
<div><br></div>
<p><strong>Practical adivce</strong> : This model is fitting properly, we highly recommend it!</p>
<p><strong>Release date : </strong>11/10/2021</p>
<p><strong>Colorways :</strong> White/Black</p>";https://costyled.me/products/nike-dunk-low-black-white;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/dunk-low-panda-278171.webp?v=1680137390;1430.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Black Chile Red White;<p>These iconic Air Jordan 1 Mid sneakers feature a black leather upper, Chile red overlays, and white detailing. The combination of black, red, and white give them a timeless look and make them the perfect addition to any sneakerhead's lineup.</p>;https://costyled.me/products/air-jordan-1-mid-black-chile-red-white;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-black-chile-red-white-843637.jpg?v=1680136617;1320.00;in stock;new;;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Black Arctic Pink;<p>This Air Jordan 1 Mid Black Arctic Pink sneaker is perfect for any stylish outfit. With the iconic Air Jordan swoosh, it features top quality materials and a timeless black and pink color combination. The mid-top design offers superior comfort and style.</p>;https://costyled.me/products/air-jordan-1-mid-black-arctic-pink;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-black-arctic-pink-823583.jpg?v=1680136604;1680.00;in stock;new;;;;;;;;3.5Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Retro High J. Balvin;;https://costyled.me/products/air-jordan-1-retro-high-j-balvin;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-retro-high-j-balvin-600229.jpg?v=1680136791;2190.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Hyperspace;<p>These Yeezy Boost 350 V2 Hyperspace shoes feature a unique knitted upper with a reflective post-dyed monofilament side stripe and a semi-translucent midsole. The lightweight and comfortable sole offers responsive cushioning, and the solid-rubber outsole provides durability.</p>;https://costyled.me/products/yeezy-boost-350-v2-hyperspace;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-hyperspace-974695.jpg?v=1680137790;1900.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Black Racer Blue White;"<p>undefined</p>
<p>The iconic Air Jordan 1 Mid Black Racer Blue White features a black premium leather upper with a contrasting Racer Blue and White color blocking. The timeless silhouette is elevated with a visible Air unit in the midsole for superior cushioning. Unmistakably classic.</p>";https://costyled.me/products/air-jordan-1-mid-black-racer-blue-white;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-black-racer-blue-white-675044.jpg?v=1680136605;1900.00;in stock;new;;;;;;;;3.5Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Barely Orange;<p>The Air Jordan 1 Mid Barely Orange features classic Jordan style at its finest. Crafted with a durable leather upper, it provides enhanced support and a modern look. Its foam midsole includes an encapsulated Air-Sole unit for cushioning, while the rubber outsole provides multidirectional traction.</p>;https://costyled.me/products/air-jordan-1-mid-barely-orange;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-barely-orange-929065.jpg?v=1680136610;3280.00;in stock;new;;;;;;;;4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Slide Earth Brown;<p>The Yeezy Slide Earth Brown offers incredible comfort, support, and style. It features a rubber outsole and EVA foam to provide enhanced cushioning and flexibility, and its custom herringbone tread design ensures traction. The lightweight construction and smooth upper maximize breathability for all-day wear.</p>;https://costyled.me/products/yeezy-slide-earth-brown;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-slide-earth-brown-178670.jpg?v=1682073004;1430.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;38 EU - 5 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Banned (2020);<p>The Air Jordan 1 Mid Banned features iconic color-blocking and a fresh silhouette. Not only is it stylish, but it offers a comfortable fit with its full-length midsole cushion and padded collar. The lightweight construction provides a great feel and natural range of motion. So, look good and feel great in the Air Jordan 1 Mid Banned (2020).</p>;https://costyled.me/products/air-jordan-1-mid-banned-2020;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-banned-2020-599213.jpg?v=1680136612;950.00;in stock;new;;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Natural;"<p><span style=""color: #000000;""><strong>Practical advice</strong>: This model runs small, we recommend taking a 1/2 size larger than your usual size.</span><br></p>
<p><span style=""color: #000000;""><span style=""font-weight: 400;"">The all-new<meta charset=""UTF-8"">
<a href=""https://costyled.me/collections/yeezy"" data-mce-fragment=""1"" data-mce-href=""https://costyled.me/collections/yeezy""><b data-mce-fragment=""1"">YEEZY</b> </a><b data-mce-fragment=""1""><a href=""https://costyled.me/collections/yeezy"" data-mce-fragment=""1"" data-mce-href=""https://costyled.me/collections/yeezy"">Boost 350 V2</a> ""Natural""</b></span><span style=""font-weight: 400;""> features a revamped multicolored </span><b>Primeknit</b><span style=""font-weight: 400;""> upper with a translucent cream side stripe and reflective details. The shoe's silicone closure and stretchy laces allow for easy on and off, while the </span><a href=""https://costyled.me/collections/yeezy""><b>Boost</b></a><span style=""font-weight: 400;""> midsole provides maximum comfort.</span></span></p>
<p><span style=""color: #000000;""><span style=""font-weight: 400;"">The latest </span><a title=""Yeezy Boost 350 v2"" href=""https://costyled.me/collections/yeezy-350""><b style=""color: #000000;"">YEEZY</b> <b style=""color: #000000;"">Boost</b> <b style=""color: #000000;"">350</b> <b style=""color: #000000;"">V2</b></a><span style=""font-weight: 400;""> colorway from American rapper Kanye West and the three stripes brand: </span><a style=""color: #000000;"" title=""Adidas"" href=""https://costyled.me/collections/yeezy""><b>adidas</b></a><span style=""font-weight: 400;""> made its public debut this weekend. This is an all-new ultra-clean version of the famous sneaker, this time offered in its </span><b>colorway</b><span style=""font-weight: 400;""> called ""Natural"".</span></span></p>
<p><span style=""color: #000000;""><span style=""font-weight: 400;"">The </span><a href=""https://costyled.me/collections/yeezy""><b>YEEZY</b> <b>Boost</b> <b>350</b> <b>V2</b></a><span style=""font-weight: 400;""> ""Natural"" features well-known </span><a style=""color: #000000;"" title=""YEEZY"" href=""https://costyled.me/collections/yeezy""><b>YEEZY</b></a><span style=""font-weight: 400;""> design elements, including a premium knit upper, a monofilament side stripe, reflective accents, and </span><a style=""color: #000000;"" title=""Boost"" href=""https://costyled.me/collections/yeezy""><b>Boost</b></a><span style=""font-weight: ""></span></span></p>";https://costyled.me/products/yeezy-boost-350-v2-natural;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-natural-141383.jpg?v=1680137816;1810.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Antlia (Reflective);<p>The Yeezy Boost 350 V2 Antlia (Reflective) has a unique reflective design that ensures brighter and more vivid visibility. This silhouette has been carefully crafted for superior comfort and on-trend style. With breathable Primeknit, responsive cushioning, and anti-slip sole, the Yeezy Boost 350 V2 Antlia is sure to provide your feet with all day comfort.</p>;https://costyled.me/products/yeezy-boost-350-v2-antlia-reflective;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-antlia-reflective-749059.jpg?v=1680137783;10360.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Chicago White 2020;<p>The iconic Air Jordan 1 Mid Chicago White 2020 is here. Featuring classic Nike Air technology for superior cushioning, this sneaker ensures superior comfort and unmatched style. The sleek, mid-cut silhouette and timeless white and red design will stand the test of time. Get ready to take your look to new heights.</p>;https://costyled.me/products/air-jordan-1-mid-chicago-white-2020;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-chicago-white-2020-403419.jpg?v=1680136629;1850.00;in stock;new;;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Retro High Flight Nostalgia;;https://costyled.me/products/air-jordan-1-retro-high-flight-nostalgia;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-retro-high-flight-nostalgia-311051.jpg?v=1680136776;5100.00;in stock;new;;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Digital Pink;<p>The Air Jordan 1 Mid Digital Pink has been crafted from premium leather for a classic, timeless look. Its enlarged mid-top collar and foam cushioning provide superior comfort and ample ankle support. With its eye-catching digital pink colour, this sneaker is sure to turn heads wherever you go.</p>;https://costyled.me/products/air-jordan-1-mid-digital-pink;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-digital-pink-726926.jpg?v=1680136634;17470.00;in stock;new;;;;;;;;4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Alternate Swooshes Red Yellow;<p>The Air Jordan 1 Mid Alternate Swooshes Red Yellow is a stylish addition to any sneakerhead's collection. Featuring red and yellow swooshes, this iconic design provides a unique look. Crafted with premium leather, this durable model ensures reliable performance.</p>;https://costyled.me/products/air-jordan-1-mid-alternate-swooshes-red-yellow;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-alternate-swooshes-red-yellow-103917.jpg?v=1680136400;2130.00;in stock;new;;;;;;;;4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Dynamic Yellow Floral;<p>The Air Jordan 1 Mid Dynamic Yellow Floral features a mix of white leather, yellow floral underlays, and black accents. Delivering iconic style and optimal court-ready comfort in one shoe, this mid-top is a must-have for any JB fan.</p>;https://costyled.me/products/air-jordan-1-mid-dynamic-yellow-floral;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-dynamic-yellow-floral-603169.jpg?v=1680136635;950.00;in stock;new;;;;;;;;3.5Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Alternate Multicolor;<p>Grab the Air Jordan 1 Mid Alternate Multicolor and be the envy of all your friends. Featuring a sleek design and multi-color accents, this AJ1 provides iconic style with plenty of versatility. Its lightweight foam cushioning adds comfort and support, making it the perfect choice for any occasion.</p>;https://costyled.me/products/air-jordan-1-mid-alternate-multicolor;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-alternate-multicolor-643680.jpg?v=1680136600;1570.00;in stock;new;;;;;;;;3.5Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Dirty Power Iridescent;<p>The Air Jordan 1 Mid Dirty Power Iridescent is a stylish streetwear essential. Featuring a mid-top silhouette, it is designed with a pink and black pop of iridescence and signature Air Jordan branding, perfect for showing off style with attitude.</p>;https://costyled.me/products/air-jordan-1-mid-dirty-power-iridescent;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-dirty-power-iridescent-526325.jpg?v=1680136637;3140.00;in stock;new;;;;;;;;4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Chicago Black Toe;<p>Experience the iconic style of the Air Jordan 1 Mid Chicago Black Toe. This classic shoe features the iconic black and red design, while the mid-cut silhouette ensures a comfortable and secure fit. With a sturdy rubber outsole, cushiony foam midsole, and premium full grain leather upper, this shoe is sure to be a timeless classic.</p>;https://costyled.me/products/air-jordan-1-mid-chicago-black-toe;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-chicago-black-toe-679298.jpg?v=1680136626;1760.00;in stock;new;;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 700 Wave Runner;"<p><strong>Practical advice</strong>: This model runs small, we recommend taking a 1/2 size larger than your usual size.</p>
<p><a href=""https://costyled.me/collections/yeezy"" title=""Yeezy""><strong>Kanye West</strong></a> added another unique sneaker to his product lineup, launching the <a href=""https://costyled.me/collections/yeezy"" title=""Adidas""><strong>Adidas</strong> </a><a href=""https://costyled.me/collections/yeezy"" title=""Yeezy""><strong>Yeezy</strong></a> Boost 700 Wave Runner in 2017. The upper is made of suede and mesh, black and gray supported by yellow, orange, and green details. The midsole utilizes Boost technology to provide enhanced comfort.</p>
<p><strong>Release date:</strong> 2017-11-01</p>
<p><strong>Colorway:</strong> WAVE/WAVE/WAVE</p>";https://costyled.me/products/yeezy-boost-700-wave-runner;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-700-wave-runner-430131.jpg?v=1681487736;2570.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Slide Core;"<p><strong>Tip</strong> : This model is small, we recommend that you take 1 size more than your usual size.</p>
<p>The <a href=""https://costyled.me/collections/yeezy"" title=""Yeezy""><strong>Yeezy</strong></a> Slide ""Core"" is a futuristic version of the traditional Kanye West slip-on sandal, released in September 2020.</p>
<p>This version consists of a <strong>brown</strong> sole, with an opening in the middle and front of the shoes. The ribbed outsole ensures good grip on slippery surfaces.</p>
<p><strong>Date de sortie : </strong>2020-09-04</p>
<p><strong>Coloris : </strong>CORE/CORE/CORE</p>";https://costyled.me/products/yeezy-slide-core;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-slide-core-481361.jpg?v=1680137865;1140.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;38 EU - 5 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Slide Resin;"<p><strong>Practical advice:</strong> This model runs small; we recommend going up one size from your usual size.</p>
<p>As always, <a href=""https://costyled.me/collections/yeezy"" title=""Kanye West""><strong>Kanye West</strong></a> has once again surprised everyone with the colorful <a href=""https://costyled.me/collections/yeezy"" title=""Yeezy""><strong>Yeezy</strong></a> ""Resin"" version. Dressed in a light earthy green shade, the <strong>Yeezy</strong> Slide is constructed with soft EVA foam for maximum comfort and stability.</p>
<p>The central arch support stabilizes the foot, while a grooved outsole provides good traction on slippery surfaces.</p>
<p><strong>Release date:</strong> 2019-12-06</p>
<p><strong>Colorway:</strong> RESIN/RESIN/RESIN</p>";https://costyled.me/products/yeezy-slide-resin;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-slide-resin-908002.jpg?v=1680137866;950.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;37 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Slide Soot;<p>The Yeezy Slide Soot feature a unique combination of comfort and style. Constructed from lightweight foam, these slides feature a contoured footbed for superior cushioning and a durable rubber outsole for a secure fit. An elevated design makes them perfect for everyday wear.</p>;https://costyled.me/products/yeezy-slide-soot;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-slide-soot-540047.webp?v=1680137873;1520.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;38 EU - 5 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Slide Bone;"<p><strong>Practical advice</strong>: This model runs small; we recommend choosing a size 1 full size larger than your usual size.</p>
<p>The <a href=""https://costyled.me/collections/yeezy"" title=""Yeezy""><strong>Yeezy</strong></a> Slide ""Bone"" offers a refreshing alternative to traditional sneakers during the warmer months. Boasting a minimalist design, the <strong>Yeezy</strong> Slide provides exceptional comfort. A wide arch support stabilizes the foot, while the grooved outer sole ensures reliable traction on slippery surfaces.</p>
<p><strong>Release date:</strong> 2019-12-06</p>
<p><strong>Colorway:</strong> BONE/BONE/BONE</p>";https://costyled.me/products/yeezy-slide-bone;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-slide-bone-458563.jpg?v=1680137865;1190.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;38 EU - 5 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Sesame;"<p><strong>Size advice</strong>: This model runs small, we recommend choosing a 1/2 size larger than your regular size.</p>
<p>The <a title=""Yeezy"" href=""https://costyled.me/collections/yeezy""><strong>Yeezy Boost 350 V2</strong></a> ""Sesame"" is a sleek version of the flagship model from the collaboration between <a title=""Yeezy"" href=""https://costyled.me/collections/yeezy""><strong>Kanye West</strong></a> and <a title=""Yeezy"" href=""https://costyled.me/collections/yeezy""><strong>Adidas</strong></a>. This November 2018 release features a slightly darker shade called ""Sesame"".</p>
<p>The ribbed translucent rubber midsole matches the upper, while the outsole is made of a gum-like rubber. This design is very minimalistic. It showcases <a href=""https://costyled.me/collections/yeezy"" title=""Yeezy""><strong>Kanye West</strong></a>'s intention to make this model popular among all types of consumers. In other words, the <a title=""Yeezy"" href=""https://costyled.me/collections/yeezy""><strong>Adidas Yeezy Boost 350 V2</strong> </a>""Sesame"" is incredibly versatile and easy to wear.</p>
<p><strong>Release date:</strong> 2018-11-23</p>
<p><strong>Colorway:</strong> SESAME/SESAME/SESAME</p>";https://costyled.me/products/yeezy-boost-350-v2-sesame;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-sesame-254297.jpg?v=1680138255;2190.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Antlia (Non Reflective);<p>The Yeezy Boost 350 V2 Antlia (Non Reflective) is the ideal sneaker for everyday wear. Featuring a reflective upper, midsole cushioning, and a unique lacing system, this staple style offers comfortable support and superior traction in any terrain. Durable and breathable, it's a must-have for any sneaker enthusiast.</p>;https://costyled.me/products/yeezy-boost-350-v2-antlia-non-reflective;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-antlia-non-reflective-412290.jpg?v=1680137968;2270.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Yeezreel (Non Reflective);<p>The Yeezy Boost 350 V2 Yeezreel (Non Reflective) is a fashion-forward sneaker with modern performance features. Crafted with Primeknit uppers, the shoe offers superior breathability, stretch, and support, while the Boost cushioning ensures maximum comfort. Signature Boost midsole technology provides long-lasting energy return, keeping you light on your feet.</p>;https://costyled.me/products/yeezy-boost-350-v2-yeezreel-non-reflective;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-yeezreel-non-reflective-831660.jpg?v=1680137981;2090.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Linen;<p>The Yeezy Boost 350 V2 Linen offers comfort and style in one, with its signature Primeknit upper, advanced cushioning and rubber outsole for superior traction. Enjoy a snug fit and luxurious feel every time you wear this must-have Yeezy sneaker.</p>;https://costyled.me/products/yeezy-boost-350-v2-linen;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-linen-812999.jpg?v=1680137809;2570.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
